Date,PortNumber,ServiceName,RequestedBy,ChangeDescription,ExecutionGrp

Mon Jul 4 10:08:00 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Added the new object(Headers features) in BKIC service getVehicleQutationData method
Thu Oct 12 14:34:05 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, Build No. 201710121421 Changes: WSDL clean up
Sun Oct 15 11:10:06 AST 2017 , 7848, NGI_VRRElderlyDiscountService, Sudhakar, Build Number : 201710151055 Change Description : Handling new backend error code 110-The Person Is Not  Bahraini
Sun Oct 15 11:10:23 AST 2017 , 7848, NGI_VRR_Service, Sudhakar, Build Number : 201710151055 Change Description : Handling new backend error code 110-The Person Is Not  Bahraini
Sun Oct 15 14:54:49 AST 2017 , 7848, NGI_EWADisconnectionService, Venkat, Build Number:201710151416 New development service
Sun Oct 15 15:29:50 AST 2017 , 7848, NGI_EWADisconnectionService, Venkat, Build Number:201710151416 New development service
Sun Oct 15 15:53:36 AST 2017 , 7848, NGI_EWADisconnectionService, Venkat, Build Number:201710151416 New development service
Sun Oct 15 16:04:36 AST 2017 , 7848, NGI_EWADisconnectionService, Venkat, Build Number:201710151416 New development service
Mon Oct 16 08:11:17 AST 2017 , 7848, NGI_EWADisconnectionService, Venkat, Build Number:201710151416 New development service
Mon Oct 16 09:16:49 AST 2017 , 7848, NGI_EWADisconnectionService, Venkat, Build Number:201710151416 New development service
Mon Oct 16 09:31:03 AST 2017 , 7848, NGI_EWADisconnectionService, Venkat, BuildNumber:201710160924 Added the security headers in SubmitPayment method
Mon Oct 16 10:23:05 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number : 201710161018 Change description : removed optional fields
Mon Oct 16 12:42:18 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number : 201710161238 Change description : removed optional fields
Mon Oct 16 14:29:11 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number : 201710161340 Change description : removed optional fields
Mon Oct 16 14:30:01 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber : 201710161330 Added the appointtype in the FetchGeneralReports and SearchPatientDetails methods.
Mon Oct 16 15:46:43 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber : 201710161525 Added the new parameter(AppointmentTypeID) in the SearchAppointmentDetails method
Tue Oct 17 12:16:25 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201710171201 Changes: Added NGI code FVA-0017. FetchVehicleandAvailableDates, BookAppointment methods minor bugs fixed. Rephrased NGI status messages for better understanding
Tue Oct 17 13:06:05 AST 2017 , 7848, NGI-ExecutionServices, Uma, BuildNumber: 201710171250 Changes: 1. Updated MOJ wsdl to include new field IsAddedNew in the GetCaseParties method response 2. Added new field IsAddedNew in FetchCaseParties method response object
Tue Oct 17 14:13:05 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201710171321 Added SET OutputRoot = NULL while setting RescheduleAppointmentResponse
Tue Oct 17 15:42:43 AST 2017 , 7848, NGI_EWADisconnectionService, Venkat, BuildNumber:201710171422 Added the new error code in the FetchCustomerDetails method
Wed Oct 18 08:17:53 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber:201710180801 Backend updated the BookingSourceLookup and FitnessStatusLookup methods
Wed Oct 18 09:05:13 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number : 201710180855 Change description : removed ekey details from Update details and added new field isEligible in get personal details and family details methods
Wed Oct 18 11:42:59 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number : 201710181139 Change description : Bug fix
Wed Oct 18 12:26:40 AST 2017 , 7848, NGI_NewVehicleRegistrationService, Sudhakar, Build Number : 201710181210 Changes Description : Added new look up AllPlateTypes
Wed Oct 18 13:14:35 AST 2017 , 7848, NGI-MinorFundService, Venkat, BuildNumber:201710181300 Updated the error message details in the GetApplicantBeneficiary method
Thu Oct 19 14:29:05 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuildNumber:201710190420 Added the new error code in GetDemographic method
Sun Oct 22 08:33:02 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, Updated Backend Ministry URL
Sun Oct 22 12:33:58 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201710221225 Changes: Bookappointment method, validation logic for mandatory check for new and annual inspection types altered
Sun Oct 22 12:58:36 AST 2017 , 7848, NGI_GovernmentDirectory, Uma, BuildNumber: 201710221230 Changes: Added and implemented all admin methods(add, edit, delete) and lookups for employee, directorate and entity
Mon Oct 23 09:58:55 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201710230916 Changes: Logging response fix. Other Minor fixes
Tue Oct 24 08:44:00 AST 2017 , 7848, NGI_HajjAgenciesServices, Uma, CR_STG_PRD_2359 BuildNumber: 201710240810 Changes: Fixed an issue while constructing response in the method: SubimtApplicantDetails. Added proper logging.
Tue Oct 24 14:52:33 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201710241446 Changes: Reschedule app. NEW_APPOINTMENT_DATE format issue fixed
Tue Oct 24 16:14:15 AST 2017 , 7848, NGI_EWADisconnectionService, Venkat, BuildNumber:201710241604 Updated the LastBillIssueDateTime parameter value, if empty value was received from backend
Wed Oct 25 10:00:49 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, Bug Fix
Wed Oct 25 10:34:07 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201710251029 Changes: Field validation check for validateEligibiity is removed
Thu Oct 26 10:42:34 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Build Number : 201710261015 Change Description : 1) Masked ContraventionPlace, ContraventionCountryCode & Desc fields in RetrieveOtherContraventionsForCPR & CR for SADAD 2) Added PrimaryContraventionCode  & Desc fields in RetrieveOtherContraventionsForCPR & CR for SADAD
Thu Oct 26 10:43:46 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, Build Number : 201710261015 Change Description : 1) Masked ContraventionPlace, ContraventionCountryCode & Desc fields in RetrieveOtherContraventionsForCPR & CR for SADAD 2) Added PrimaryContraventionCode  & Desc fields in RetrieveOtherContraventionsForCPR & CR for SADAD
Thu Oct 26 10:44:29 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, Build Number : 201710261015 Change Description : 1) Masked ContraventionPlace, ContraventionCountryCode & Desc fields in RetrieveOtherContraventionsForCPR & CR for SADAD 2) Added PrimaryContraventionCode  & Desc fields in RetrieveOtherContraventionsForCPR & CR for SADAD
Thu Oct 26 10:46:03 AST 2017 , 7853, NGI_GDTDashboardService, Sudhakar, Build Number : 201710261015 Change Description : 1) Masked ContraventionPlace, ContraventionCountryCode & Desc fields in RetrieveOtherContraventionsForCPR & CR for SADAD 2) Added PrimaryContraventionCode  & Desc fields in RetrieveOtherContraventionsForCPR & CR for SADAD
Thu Oct 26 14:18:37 AST 2017 , 7848, NGI-ExecutionServices, Uma, BuildNumber: 201710261330 Changes: Fixed issue while logging ministry exception
Thu Oct 26 15:38:35 AST 2017 , 7856, NGI_VRRElderlyDiscountService, Sudhakar, Build Number : 201708131026 Change Description : Updated with Elderly Discount changes and exposed VRR Elderly HTTP service
Thu Oct 26 15:39:17 AST 2017 , 7856, NGI_VRR_Service, Sudhakar, Build Number : 201708131026 Change Description : Updated with Elderly Discount changes and exposed VRR Elderly HTTP service
Thu Oct 26 15:39:48 AST 2017 , 7854, NGI_VRR_Service, Sudhakar, Build Number : 201708131026 Change Description : Updated with Elderly Discount changes and exposed VRR Elderly HTTP service
Thu Oct 26 15:40:13 AST 2017 , 7854, NGI_VRRElderlyDiscountService, Sudhakar, Build Number : 201708131026 Change Description : Updated with Elderly Discount changes and exposed VRR Elderly HTTP service
Sun Oct 29 10:46:39 AST 2017 , 7854, NGI_VRRElderlyDiscountService, Sudhakar, Build number : 201710290923 Change Description: Not passing unused fields to channels
Sun Oct 29 10:48:34 AST 2017 , 7856, NGI_VRRElderlyDiscountService, Sudhakar, Build number : 201710290923 Change Description: Not passing unused fields to channels
Sun Oct 29 10:49:15 AST 2017 , 7848, NGI_VRRElderlyDiscountService, Sudhakar, Build number : 201710290923 Change Description: Not passing unused fields to channels
Sun Oct 29 10:52:16 AST 2017 , 7848, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, Build Number : 201710290955 Changed the Time format functionality in the ViewInsurancePolicy and FetchInsurancePolicies.
Sun Oct 29 10:52:53 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, Build Number : 201710290955 Changed the Time format functionality in the ViewInsurancePolicy and FetchInsurancePolicies.
Mon Oct 30 09:34:44 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber:201710300922 Removed the error code(KFCUIC-0013).
Mon Oct 30 09:35:31 AST 2017 , 7848, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber:201710300922 Removed the error code(KFCUIC-0013).
Mon Oct 30 11:13:25 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build Number : 201710301103 Change Description : As confirmed by backend , we are considering 203as success for RetrieveFamilyMemberPersonalDetails with passport number.
Mon Oct 30 12:25:48 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build Number : 201710301210 Change Description : As requested by FE, NGI is providing new fields passport # and nationality ID to FE
Mon Oct 30 14:51:53 AST 2017 , 7848, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber:201710301444 Added the new error codes in the FetchLeavingBahrainVehicleDetails method Updated the error message from to No Data Found as per backend instructions
Mon Oct 30 14:52:54 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber:201710301444 Added the new error codes in the FetchLeavingBahrainVehicleDetails method Updated the error message from to No Data Found as per backend instructions
Mon Oct 30 15:18:58 AST 2017 , 7848, NGI-LawyerAuthorization, Uma, BuildNumber: 201710301500 Changes: Added and implemented new method CheckIfLawyer
Wed Nov 1 14:52:32 AST 2017 , 7848, NGI_ZakatService, Uma, BuildNumber: 201711011430 New development
Wed Nov 1 16:12:54 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan,  BuildNo. 201711011523 Changes: Issue fixed, contact details set properly in reschedule request
Wed Nov 1 16:16:24 AST 2017 , 7848, NGI_HajjAgenciesServices, Uma, BuildNumber: 201711011600 Changes: Updated backend wsdl to include new fields in SubmitApplicantDetails method and mapping the same from ngi wsdl
Wed Nov 1 16:24:37 AST 2017 , 7848, NGI_HajjAgenciesServices, Uma, BuildNumber: 201711011600 Changes: Updated backend wsdl to include new fields in SubmitApplicantDetails method and mapping the same from ngi wsdl
Thu Nov 2 08:36:39 AST 2017 , 7848, NGI_VehicleInsurance_Reports, Uma, BuildNumber: 201711020830 Changes: Added CompanyCode field in InsuranceSummary method response object
Thu Nov 2 12:09:37 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201711021202 Changes: Book appointment response, handled a scenario where success code returned but app id is empty
Thu Nov 2 14:57:28 AST 2017 , 7854, WrapperLegalAffairsFlow, Thiyan, BuildNo. 201711021428 Changes: Requested by mobile team to access LA services in a wrapper mode
Thu Nov 2 15:32:22 AST 2017 , 7854, WrapperLegalAffairsFlow, Thiyan, BuildNo. 201711021523 Changes: Added NGI URL in trace log
Thu Nov 2 15:43:30 AST 2017 , 7854, WrapperLegalAffairsFlow, Thiyan, BuildNo. 201711021523 Changes: Added NGI URL in trace log
Sun Nov 5 10:31:36 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201711051027 Changes: Added logic to remove - from CR numbers before invoking GDT
Sun Nov 5 13:05:06 AST 2017 , 7854, WrapperLegalAffairsFlow, Thiyan, BuildNo. 201711051141 Changes: Logs changed to Log4j 
Sun Nov 5 13:05:36 AST 2017 , 7854, WrapperLegalAffairsFlow, Thiyan, BuildNo. 201711051141 Changes: Logs changed to Log4j 
Mon Nov 6 09:06:19 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201711060857 Changes: IDTypes look up Arabic values updated
Tue Nov 7 13:52:13 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Build number : 201711071213 Change Description : Message flow schema changes from com.ngi to com.ngi.gdtekey
Tue Nov 7 13:56:54 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number : 201711071213 Change Description : Message flow schema changes from com.ngi to com.ngi.scapekay
Tue Nov 7 14:00:57 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, Build number : 201711071213 Change Description : Message flow schema changes from com.ngi to com.ngi.gdtekey
Tue Nov 7 14:01:22 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, Build number : 201711071213 Change Description : Message flow schema changes from com.ngi to com.ngi.gdtekey
Tue Nov 7 14:03:32 AST 2017 , 7853, NGI_GDTDashboardService, Sudhakar, Build number : 201711071213 Change Description : Message flow schema changes from com.ngi to com.ngi.gdtekey
Wed Nov 8 09:10:37 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201711080903 Changes: NULL values checked in fetchbookappointments response
Wed Nov 8 11:20:49 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number : 201711081104 Change Description : Handling new backend error code 081
Thu Nov 9 10:02:04 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number : 201711090953 Change description : bug fix
Thu Nov 9 15:08:33 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201711080903 Changes: NULL values checked in fetchbookappointments response
Thu Nov 9 15:46:32 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo.201711091508 Changes:Added new method LKUPVehicleActivity. Added parameter to hold list of activity ids in book appointment request. Added new error code for FetchVehicleAndAvailableDates
Sun Nov 12 12:30:33 AST 2017 , 7848, NGI_EWADisconnectionService, Venkat, BuildNumber:201711121204 Added the new method FetchStreetName
Mon Nov 13 09:33:08 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuildNumber:201711130926 Updated the logs
Tue Nov 14 09:11:00 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, Logger Name Updated
Tue Nov 14 09:14:29 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuildNumber:201711140849 Updated the status message in GetAppointmentDetails method, if any demographic values are getting empty from CIO
Tue Nov 14 09:35:25 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, Properties file Updated
Tue Nov 14 10:07:37 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, Properties file Updated
Tue Nov 14 10:08:38 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, Properties file Updated
Tue Nov 14 10:15:22 AST 2017 , 7853, NGI_GDTDashboardService, Sudhakar, Properties file Updated
Tue Nov 14 10:18:30 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Properties file Updated
Tue Nov 14 15:34:38 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201711141516 Changes: Accommodated Activity Ids in fetchbookappointments response
Wed Nov 15 13:28:22 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Build Number : 201711151314 Change Description : Updated error description for reserved plate numbers
Wed Nov 15 13:29:23 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, Build Number : 201711151314 Change Description : Updated error description for reserved plate numbers
Wed Nov 15 13:30:28 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, Build Number : 201711151314 Change Description : Updated error description for reserved plate numbers
Wed Nov 15 13:31:40 AST 2017 , 7853, NGI_GDTDashboardService, Sudhakar, Build Number : 201711151314 Change Description : Updated error description for reserved plate numbers
Sun Nov 19 08:18:30 AST 2017 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, BuildNumber:201711190801 Backend has been provided the new URL and Updated the wsdl
Sun Nov 19 15:42:14 AST 2017 , 7853, NGI_VRR_Service, Sudhakar, Build number : New service . 20171119 Change Description : New service for SADAD channel
Sun Nov 19 15:44:03 AST 2017 , 7853, NGI_VRRElderlyDiscountService, Sudhakar, Build number : New service . 20171119 Change Description : New service for SADAD channel
Mon Nov 20 08:02:02 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuildNumber : 201711191609 Added the new method FingerPrintStatus
Tue Nov 21 08:38:04 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201711210828 Changes: New development. Releasing WSDL skeleton
Tue Nov 21 14:34:46 AST 2017 , 7848, NGI-CustomServiceMF, Venkat, BuildNumber : 201711211421 Please find the below change details.1. SubmitPaymentDetails - Updated the parameters in request message2. GetApplicationStatus - Updated the parameters in response message3. Added new method - GetAvailableTrainingSessionsForClearingAgents4. Added new method - GetAvailableTrainingSessionsForTrainee5. Added new method - GetAvailableTrainingSessionsForReschedule6. Added new method - LockTrainingSessionSeat7. Added new method - ReleaseTrainingSessionSeat8. Added new method - RescheduleTrainingSession9. Added new method . SubmitTrainingSessionFeesForClearingAgents
Wed Nov 22 08:42:35 AST 2017 , 7854, NGI_CSBSearchContentService, Uma, BuildNumber: 201711220800 Its a new service for Mobile
Wed Nov 22 09:27:58 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201711220900 Added the ContactDetails in FetchUserDetails method
Wed Nov 22 12:26:07 AST 2017 , 7848, NGI_EWADisconnectionService, Venkat, BuildNumber:2017112212:12 Added the below parameters in the SubmitRequest method. MobileNumber,MobileNumberOther, PhoneNumber
Thu Nov 23 09:06:32 AST 2017 , 7848, NGI_DeathCertificateService, Uma, BuildNumber: 201711230830, Its a new service.
Thu Nov 23 16:06:22 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201711231454 Changes: Model mismap fixed
Thu Nov 23 16:13:24 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201711231550 Changes: All methods implemented. Not yet tested, requested backend changes. Created loggers as well
Sun Nov 26 09:14:08 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo.201711260900 Changes: Added some logger control UDP LogResponseXML key in properties file
Sun Nov 26 12:17:03 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201711261100 Changes: Added a Exit log entry when gdt call returns no vehicles
Sun Nov 26 12:46:28 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build Number : 201711261232 Change description : Added new fields GDNPRNameAr,GDNPRNameEn in ApplicantPersonalDetails and RetrieveFamilyMemberPersonalDetails methods.
Sun Nov 26 15:10:22 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo.201711261443 Changes: Dateformats handled
Mon Nov 27 10:26:39 AST 2017 , 7854, NGI_DLR_Service, Sudhakar, Build Number : 201727111004 Change Description : Now  Generating Barcode Image for postal tracking number by using WPS http method
Mon Nov 27 10:27:22 AST 2017 , 7856, NGI_DLR_Service, Sudhakar, Build Number : 201727111004 Change Description : Now  Generating Barcode Image for postal tracking number by using WPS http method
Mon Nov 27 10:28:23 AST 2017 , 7848, NGI_DLR_Service, Sudhakar, Build Number : 201727111004 Change Description : Now  Generating Barcode Image for postal tracking number by using WPS http method
Mon Nov 27 15:10:02 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build Number : 201727111419 Change description : Added new field dateOfCardPrint
Mon Nov 27 16:14:29 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201711271608 Changes: Request format dd-MMM-yyyy used
Mon Nov 27 16:21:59 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201711271608 Changes: Request format dd-MMM-yyyy used
Mon Nov 27 16:32:44 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201711271628 Changes: Submit Date modified
Tue Nov 28 16:11:35 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, Build number : 201711281544 Change Description :  Modified remarks for Renewable cases and Generating Barcode Image for postal tracking number by using WPS http method
Tue Nov 28 16:12:44 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Build number : 201711281544 Change Description :  Modified remarks for Renewable cases and Generating Barcode Image for postal tracking number by using WPS http method
Wed Nov 29 11:43:03 AST 2017 , 7848, NGI_DeathCertificateService, Uma, BuildNumber: 201711230830, Its a new service. Changes the property file parameter.
Wed Nov 29 11:58:04 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuildNumber: 201711291130 Its a new service
Wed Nov 29 15:51:07 AST 2017 , 7848, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber:201711291546 Added the new parameters in the GetPolicy method backend
Wed Nov 29 15:52:11 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber:201711291546 Added the new parameters in the GetPolicy method backend
Sun Dec 3 12:21:32 AST 2017 , 7848, NGI-ExecutionServices, Uma, BuildNumber: 201712031200 Changes: Disabled the logging for GetAttachmentFile method response.
Sun Dec 3 14:34:05 AST 2017 , 7848, NGI_DeathCertificateService, Uma, BuildNumber: 201712031400 Changes: NGI error code changed to DCS-0006 for the backend error:0001- Required values not found
Sun Dec 3 16:09:58 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201712031516 Changes: Added AttachmentId in FileObj. LKUP Arabic value issue fixed.
Mon Dec 4 10:59:48 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201712041049 Changes: Change in backend WSDL accommodated
Mon Dec 4 11:59:09 AST 2017 , 7848, NGI-CustomServiceMF, Venkat, BuildNumber:201712041147 Added the new parameters in GetAgentProfile method
Wed Dec 6 10:05:59 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, No Comments
Wed Dec 6 14:27:56 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Build Number: 201712061336 Change description : Modified Arabic messages for reserved numbers
Wed Dec 6 14:29:36 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, Build Number: 201712061336 Change description : Modified Arabic messages for reserved numbers
Wed Dec 6 15:11:26 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201712061501 Changes: Backend WSDL updated and a new backend error code 003 added. PermStatus, RequestID, StatusMessage removed from submit response. Same updated in NGI WSDL. New error code CSBP-0004 - Submit Failed added in NGI
Thu Dec 7 08:05:48 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201712061633 Changes: Added a new concept. Adding ?spec to URL will now give list of error codes in service
Thu Dec 7 08:41:19 AST 2017 , 7848, NGI_ZakatService, Uma, BuildNumber: 201712070820 Changes: Bug fixes. Swapping English and Arabic fields in Lookup method
Thu Dec 7 12:18:26 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuildNumber: 201712071200 Changes: Disabled logging for UploadAttachment method
Sun Dec 10 11:35:39 AST 2017 , 7848, NGI_ReissueDrivingLicense, Sudhakar, Build Number : 201712101104 Change Description : new service
Sun Dec 10 12:02:31 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, Stopped logging success response for search patient and Get Appointment response
Sun Dec 10 14:23:11 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuildNumber: 201712101320 Changes: 1. Updated ministry wsdl to include new methods: GetLKPMethodNames & ValidateRequest.2. Added and imlemented new methods: LKUPMethodNames & ValidateRequest.3. Removed SubmissionDate field in SubmitExpertReport method request
Sun Dec 10 14:25:41 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuildNumber: 201712101320 Changes: 1. Updated ministry wsdl to include new methods: GetLKPMethodNames & ValidateRequest.2. Added and imlemented new methods: LKUPMethodNames & ValidateRequest.3. Removed SubmissionDate field in SubmitExpertReport method request
Sun Dec 10 14:28:49 AST 2017 , 7848, NGI_PowerOfAttorneyService, Uma, BuildNumber: 201712101350 Changes: It.s a new service.
Sun Dec 10 14:48:11 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuildNumber: 201712101320 Changes: 1. Updated ministry wsdl to include new methods: GetLKPMethodNames & ValidateRequest.2. Added and imlemented new methods: LKUPMethodNames & ValidateRequest.3. Removed SubmissionDate field in SubmitExpertReport method request
Sun Dec 10 14:49:05 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuildNumber: 201712101320 Changes: 1. Updated ministry wsdl to include new methods: GetLKPMethodNames & ValidateRequest.2. Added and imlemented new methods: LKUPMethodNames & ValidateRequest.3. Removed SubmissionDate field in SubmitExpertReport method request
Sun Dec 10 16:23:44 AST 2017 , 7848, NGI_MOJCaseService, Uma,  Rolled back to Old bar
Mon Dec 11 08:14:21 AST 2017 , 7848, NGI_ZakatService, Uma, BuildNumber: 201712110810 Changes: Added new field Notes in SubmitDonationDetails request object.
Mon Dec 11 10:03:33 AST 2017 , 7848, NGI_PublicProsecutionService, Uma, CR_PRD_2468 1. Added new fields ConcernedProsecutorEmail, ConcernedProsecutorMobile in ValidateCaseDetails response and FetchPowerOfAttorneyDetails response object in NGI. 2. Updated ministry service wsdl to include above new fields. Note: for more details on this change, refer the attached mail. 
Mon Dec 11 10:25:09 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuildNumber: 201712111010 Changes: 1. Updated ministry wsdl to reflect changes in GetExpertDetails request object 2. Backend removed GetLKPMethodNames and ValidateRequest methods
Mon Dec 11 12:06:40 AST 2017 , 7848, NGI_ReissueDrivingLicense, Sudhakar, Build Number : 201712111156 Change Description : added anchor ngi
Mon Dec 11 13:22:11 AST 2017 , 7848, NGI_MOHFoodVehicleInsApp, Thiyan, BuildNo. 201712111316 Changes: LKUP logging disabled. Added transaction id in additionalInfo
Mon Dec 11 15:42:57 AST 2017 , 7848, NGI_RetryFailedGDTUploadInsurenceService, Venkat, Build Number : 201712111350 Updated the error message
Tue Dec 12 08:30:12 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201712120820 Changes: some places where en and ar values were swapped is fixed
Tue Dec 12 12:28:01 AST 2017 , 7848, NGI-CustomServiceMF, Venkat, Build Number: 201712121202 Added the current training session details in the GetAvailableTrainingSessionsForReschedule method response
Tue Dec 12 14:48:44 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, Build Number : 201712121420 Added the new error code(PEHC-0027) in the GetAppointmentDetails method
Tue Dec 12 15:29:01 AST 2017 , 7848, NGI-CustomServiceMF, Venkat, BuildNumber:201712121520 Updated the AvailableTrainingSessions object in the GetAvailableTrainingSessionsForReschedule method.
Tue Dec 12 16:02:25 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuilNumber: 201712121500 Changes: NGI wsdl change in SubmitApplicationDetails request object. Removed unbound property for <ApplicantDetails> object
Wed Dec 13 08:46:14 AST 2017 , 7848, NGI_ReissueDrivingLicense, Sudhakar, Build number : 201712130828 Change : Bug fix
Wed Dec 13 10:31:33 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuildNumber: 201712131020 Changes: 1. Updated ministry wsdl. Changes in SubmitApplicationRequest response object 2. Added new element ReferenceNumber in SubmitApplicationDetails method response PartiesDetails objec
Wed Dec 13 16:04:49 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201712131551 Changes: backend WSDL update. IsAttachmnetRequired added in PermissionRequestLeaveTypesLookup Response. StatusID added in GetSubmittedPermissionRequestList Response
